סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1154 ,מיטל ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,69 ,20 ,18 ,29 ,0 ,2 ,0
1155 ,מגן שאול ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,776 ,86 ,227 ,252 ,81 ,30 ,100
1156 ,סמר ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,296 ,11 ,40 ,127 ,33 ,49 ,36
1157 ,אחווה ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,193 ,4 ,11 ,44 ,6 ,27 ,101
1158 ,יהל ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,365 ,27 ,90 ,114 ,39 ,44 ,51
1160 ,שכניה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,866 ,47 ,197 ,299 ,120 ,107 ,96
1161 ,רהט ,62 ,באר שבע ,62 ,באר שבע ,0 , ,74938 ,11973 ,23857 ,29876 ,5149 ,2197 ,1886
1162 ,בית רימון ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,1066 ,174 ,431 ,343 ,60 ,25 ,33
1163 ,מורן ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,522 ,32 ,118 ,189 ,72 ,43 ,68
1165 ,שילת ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,793 ,64 ,193 ,257 ,111 ,65 ,103
1166 ,כפר רות ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,299 ,50 ,59 ,90 ,21 ,14 ,65
1167 ,קיסריה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,7300 ,369 ,1340 ,2236 ,1003 ,913 ,1439
1169 ,הוואשלה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2301 ,114 ,977 ,944 ,139 ,68 ,59
1170 ,סייד )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,2085 ,97 ,1004 ,810 ,70 ,44 ,60
1171 ,לוטם ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,824 ,45 ,240 ,263 ,139 ,82 ,55
1172 ,תובל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,447 ,30 ,83 ,166 ,52 ,68 ,48
1173 ,לפידות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,149 ,10 ,18 ,52 ,13 ,11 ,45
1174 ,מנוף ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,952 ,39 ,237 ,317 ,139 ,103 ,117
1175 ,עידן ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,518 ,31 ,139 ,178 ,77 ,39 ,54
1176 ,ספיר ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,598 ,51 ,160 ,200 ,80 ,56 ,51
1177 ,טללים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,658 ,43 ,203 ,262 ,104 ,34 ,12
1178 ,מורשת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1781 ,141 ,531 ,655 ,206 ,144 ,104
1179 ,קורנית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,950 ,49 ,248 ,299 ,127 ,132 ,95
1180 ,צביה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,353 ,23 ,58 ,106 ,43 ,55 ,68
1181 ,טל-אל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1433 ,83 ,346 ,506 ,202 ,151 ,145
1182 ,אלון הגליל ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1224 ,78 ,279 ,434 ,140 ,164 ,129
1183 ,כליל ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,945 ,87 ,256 ,328 ,135 ,64 ,75
1184 ,מתת ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,242 ,14 ,48 ,96 ,26 ,27 ,31
1185 ,פלך ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,223 ,25 ,78 ,86 ,24 ,5 ,5
1186 ,הושעיה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2212 ,173 ,607 ,792 ,249 ,208 ,183
1187 ,עיר אובות ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,58 ,2 ,20 ,18 ,9 ,4 ,5
1188 ,אשחר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1098 ,94 ,378 ,373 ,150 ,61 ,42
1190 ,מצפה נטופה ,23 ,עפולה ,23 ,עפולה ,3 ,הגליל התחתון ,1180 ,136 ,366 ,406 ,85 ,88 ,99
1191 ,בר יוחאי ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,1237 ,121 ,403 ,450 ,159 ,65 ,39
1192 ,ערערה-בנגב ,62 ,באר שבע ,62 ,באר שבע ,0 , ,20302 ,3406 ,6892 ,7903 ,1191 ,493 ,417
1195 ,ניצנה )קהילת חינוך( ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,415 ,16 ,61 ,296 ,29 ,7 ,6
1196 ,מחנה יתיר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,284 ,64 ,134 ,79 ,4 ,0 ,3
1197 ,נאות סמדר ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,239 ,14 ,43 ,91 ,22 ,35 ,34
1198 ,כרמים ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,492 ,58 ,179 ,173 ,45 ,23 ,14
1199 ,עדי ,24 ,עכו ,24 ,עכו ,9 ,עמק יזרעאל ,2036 ,112 ,423 ,695 ,271 ,277 ,258
1200 ,מודיעין-מכבים-רעות ,43 ,רמלה ,43 ,רמלה ,0 , ,102544 ,6676 ,25619 ,33983 ,16177 ,8905 ,11184
1201 ,כמון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,840 ,50 ,211 ,291 ,108 ,94 ,86
1202 ,מכמנים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,608 ,39 ,165 ,215 ,69 ,46 ,74
1203 ,הררית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,709 ,41 ,238 ,205 ,117 ,37 ,71
1204 ,גילון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1282 ,70 ,277 ,456 ,178 ,165 ,136
1205 ,מנות ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,585 ,64 ,136 ,222 ,57 ,54 ,52
1206 ,גיתה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,297 ,11 ,58 ,100 ,42 ,39 ,47
1207 ,לבון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,890 ,41 ,270 ,295 ,168 ,56 ,60
1208 ,הילה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,647 ,22 ,118 ,242 ,100 ,92 ,73
1209 ,חרשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,380 ,45 ,84 ,139 ,31 ,35 ,46
1210 ,כחל ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,530 ,46 ,121 ,185 ,39 ,53 ,86
1211 ,קדרים ,22 ,כנרת ,22 ,טבריה ,1 ,הגליל העליון ,341 ,34 ,82 ,130 ,34 ,58 ,3
1212 ,עמוקה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,187 ,14 ,20 ,66 ,8 ,20 ,59
1213 ,צבעון ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,410 ,48 ,135 ,150 ,52 ,15 ,10
1214 ,טפחות ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,451 ,56 ,136 ,177 ,26 ,24 ,32
1219 ,גורנות הגליל ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,306 ,31 ,66 ,118 ,22 ,34 ,35
1220 ,אבירים ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,357 ,58 ,60 ,152 ,18 ,35 ,34
1221 ,צורית ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1036 ,72 ,207 ,387 ,123 ,122 ,125
1222 ,מצפה אבי"ב ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1147 ,79 ,320 ,405 ,156 ,108 ,79
1223 ,שדי אברהם ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,385 ,23 ,96 ,137 ,60 ,36 ,33
1224 ,כוכב יאיר ,42 ,פתח תקווה ,47 ,כפר סבא ,0 , ,10560 ,585 ,2160 ,3406 ,1333 ,1375 ,1701
1225 ,רביד ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,125 ,22 ,20 ,53 ,19 ,11 ,0
1226 ,יובלים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1419 ,62 ,303 ,463 ,209 ,117 ,265
1227 ,יתד ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,629 ,85 ,171 ,224 ,67 ,32 ,50
1228 ,רקפת ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1098 ,58 ,263 ,402 ,148 ,143 ,84
1229 ,כלנית ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,305 ,49 ,70 ,120 ,5 ,24 ,37
1230 ,לבנים ,22 ,כנרת ,22 ,טבריה ,2 ,מרום הגליל ,548 ,51 ,129 ,193 ,66 ,45 ,64
1231 ,פרי גן ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,257 ,15 ,64 ,90 ,35 ,14 ,39
1232 ,יבול ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,373 ,25 ,125 ,116 ,50 ,6 ,51
1233 ,שקף ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,565 ,89 ,159 ,218 ,27 ,26 ,46
1234 ,קבועה )שבט( ,62 ,באר שבע ,62 ,באר שבע ,0 , ,1470 ,60 ,554 ,647 ,104 ,53 ,52
1235 ,שורשים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,674 ,47 ,158 ,245 ,84 ,57 ,83
1236 ,נירית ,42 ,פתח תקווה ,349 ,ראש העין ,20 ,דרום השרון ,1089 ,47 ,175 ,366 ,132 ,160 ,209
1237 ,תלמי יוסף ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,386 ,22 ,82 ,128 ,52 ,33 ,69
1238 ,סופה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,254 ,23 ,38 ,102 ,23 ,46 ,22
1239 ,חולית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,212 ,15 ,46 ,94 ,22 ,26 ,9
1240 ,עין הבשור ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1149 ,50 ,333 ,337 ,244 ,48 ,137
1241 ,דקל ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,437 ,28 ,126 ,133 ,58 ,26 ,66
1242 ,נתיב העשרה ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,1094 ,66 ,267 ,362 ,193 ,70 ,136
1243 ,קציר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,3216 ,175 ,714 ,1111 ,488 ,410 ,318
1244 ,תמרת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1545 ,117 ,263 ,471 ,152 ,157 ,385
1245 ,סלמה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,3820 ,420 ,935 ,1680 ,409 ,185 ,191
1246 ,עראמשה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1659 ,163 ,390 ,673 ,187 ,108 ,138
1247 ,חריש ,32 ,חדרה ,32 ,חדרה ,0 , ,34790 ,6860 ,9200 ,13266 ,2454 ,1285 ,1725
1248 ,אליפז ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,203 ,10 ,59 ,68 ,35 ,23 ,8
1249 ,הרדוף ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,644 ,49 ,135 ,249 ,81 ,89 ,41
1251 ,עין תמר ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,222 ,19 ,47 ,72 ,28 ,28 ,28
1252 ,כורזים ,21 ,צפת ,21 ,צפת ,55 ,מבואות החרמון ,450 ,30 ,58 ,169 ,31 ,48 ,114
1253 ,אמנון ,22 ,כנרת ,22 ,טבריה ,55 ,מבואות החרמון ,524 ,57 ,116 ,172 ,48 ,44 ,87
1254 ,נטף ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,561 ,81 ,95 ,224 ,37 ,34 ,90
1255 ,לוטן ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,259 ,20 ,43 ,92 ,41 ,53 ,10
1256 ,אשרת ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,660 ,44 ,141 ,228 ,73 ,66 ,108
1257 ,חנתון ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,981 ,66 ,352 ,294 ,153 ,59 ,57
1258 ,מסד ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,433 ,38 ,90 ,158 ,46 ,57 ,44
1259 ,נווה שלום ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,372 ,35 ,70 ,148 ,32 ,43 ,44
1260 ,רתמים ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,799 ,140 ,366 ,282 ,6 ,2 ,3
1261 ,הר עמשא ,62 ,באר שבע ,62 ,באר שבע ,51 ,תמר ,254 ,44 ,75 ,92 ,15 ,15 ,13
1262 ,צוקים ,62 ,באר שבע ,62 ,באר שבע ,54 ,הערבה התיכונה ,384 ,26 ,126 ,104 ,83 ,30 ,15
1263 ,כפר ורדים ,24 ,עכו ,24 ,עכו ,0 , ,6316 ,236 ,1263 ,1968 ,894 ,708 ,1247
1264 ,כרמי יוסף ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1975 ,173 ,367 ,603 ,200 ,171 ,461
1265 ,שומריה ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,835 ,119 ,357 ,260 ,40 ,35 ,24
1266 ,שחרות ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,185 ,14 ,19 ,86 ,28 ,25 ,13
1267 ,שיטים ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,5 ,0 ,0 ,3 ,2 ,0 ,0
1268 ,מיתר ,62 ,באר שבע ,62 ,באר שבע ,0 , ,12472 ,861 ,3522 ,4237 ,1688 ,897 ,1267
1271 ,להבים ,62 ,באר שבע ,62 ,באר שבע ,0 , ,7576 ,461 ,1570 ,2442 ,954 ,779 ,1370
1272 ,חלוץ ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,647 ,33 ,154 ,232 ,90 ,82 ,56
1274 ,גן נר ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,2901 ,164 ,563 ,1117 ,407 ,356 ,294
1275 ,אבטליון ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,509 ,24 ,163 ,151 ,102 ,51 ,18
1276 ,אשבל ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,111 ,23 ,21 ,47 ,20 ,0 ,0
1278 ,באר מילכה ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,222 ,21 ,86 ,63 ,42 ,7 ,3
1279 ,נווה חריף ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,108 ,7 ,16 ,54 ,11 ,13 ,7
1280 ,ניצני סיני ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,348 ,34 ,79 ,139 ,40 ,31 ,25
1282 ,מירב ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,843 ,90 ,320 ,293 ,76 ,55 ,9
1283 ,תל תאומים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,586 ,83 ,154 ,227 ,30 ,43 ,49
1284 ,נופית ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,2684 ,100 ,571 ,869 ,483 ,289 ,372
1285 ,כרכום ,22 ,כנרת ,21 ,צפת ,55 ,מבואות החרמון ,560 ,35 ,80 ,211 ,48 ,120 ,66
1286 ,שגב-שלום ,62 ,באר שבע ,62 ,באר שבע ,0 , ,12608 ,2086 ,4115 ,4926 ,825 ,361 ,295
1287 ,שני ,62 ,באר שבע ,62 ,באר שבע ,78 ,הר חברון ,555 ,35 ,141 ,192 ,77 ,43 ,67
1288 ,גבעת אלה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2165 ,140 ,461 ,690 ,243 ,218 ,413
1290 ,זמר ,41 ,השרון ,41 ,נתניה ,0 , ,7721 ,753 ,1836 ,3185 ,801 ,584 ,562
1291 ,כמהין ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,256 ,23 ,75 ,91 ,45 ,17 ,5
1292 ,ג'דיידה-מכר ,24 ,עכו ,24 ,עכו ,0 , ,21581 ,1683 ,4566 ,9217 ,2761 ,1897 ,1457
1293 ,גבעת אבני ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,2308 ,121 ,462 ,821 ,318 ,279 ,307
1294 ,אור הגנוז ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,645 ,81 ,243 ,196 ,75 ,43 ,7
1295 ,יאנוח-ג'ת ,24 ,עכו ,24 ,עכו ,0 , ,7046 ,601 ,1602 ,3080 ,828 ,478 ,457
1296 ,כסרא-סמיע ,24 ,עכו ,24 ,עכו ,0 , ,9392 ,930 ,2354 ,4121 ,953 ,557 ,477
1297 ,כפר חנניה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,838 ,73 ,216 ,291 ,111 ,81 ,66
1298 ,אתגר ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,33 ,0 ,0 ,9 ,1 ,9 ,14
1303 ,חורה ,62 ,באר שבע ,62 ,באר שבע ,0 , ,20261 ,3574 ,7042 ,7486 ,1200 ,511 ,448
1304 ,שוהם ,43 ,רמלה ,43 ,רמלה ,0 , ,24109 ,1658 ,4963 ,8576 ,3524 ,3052 ,2336
1309 ,אלעד ,42 ,פתח תקווה ,349 ,ראש העין ,0 , ,49528 ,6895 ,19135 ,17546 ,3548 ,1296 ,1108
1310 ,לפיד ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,2319 ,91 ,447 ,846 ,335 ,423 ,177
1311 ,אבשלום ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,426 ,30 ,76 ,152 ,59 ,49 ,60
1313 ,פוריה עילית ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1415 ,120 ,295 ,506 ,160 ,121 ,213
1314 ,נווה זיו ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,929 ,64 ,254 ,311 ,165 ,79 ,56
1315 ,מתן ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,3540 ,153 ,765 ,1249 ,570 ,556 ,247
1316 ,אל-עריאן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,191 ,18 ,39 ,87 ,20 ,16 ,11
1317 ,דמיידה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,566 ,57 ,159 ,211 ,63 ,46 ,30
1318 ,מבואות ים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,64 ,9 ,19 ,22 ,9 ,4 ,1
1319 ,בת חפר ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,5609 ,237 ,1201 ,2068 ,1048 ,692 ,363
1320 ,עין חוד ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,320 ,50 ,63 ,136 ,31 ,23 ,17
1321 ,ח'ואלד ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,792 ,77 ,210 ,315 ,96 ,55 ,39
1322 ,הודיות ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,69 ,18 ,23 ,23 ,1 ,3 ,1
1323 ,בת הדר ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,722 ,39 ,177 ,256 ,107 ,69 ,74
1324 ,ארסוף ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,228 ,18 ,48 ,60 ,45 ,22 ,35
1325 ,כפר זוהרים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,56 ,21 ,14 ,21 ,0 ,0 ,0
1326 ,בסמ"ה ,32 ,חדרה ,32 ,חדרה ,0 , ,11790 ,1256 ,3094 ,4955 ,1156 ,724 ,605
1327 ,מעלה עירון ,32 ,חדרה ,23 ,עפולה ,0 , ,16155 ,1599 ,3782 ,6840 ,1799 ,1188 ,947
1330 ,אחוזת ברק ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2728 ,169 ,688 ,957 ,431 ,270 ,213
1331 ,כמאנה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,1647 ,156 ,390 ,716 ,185 ,102 ,98
1332 ,חוסנייה ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,948 ,116 ,219 ,418 ,100 ,43 ,52
1333 ,נוף איילון ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,2311 ,174 ,484 ,923 ,195 ,329 ,206
1334 ,ראס אל-עין ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,428 ,46 ,94 ,202 ,39 ,26 ,21
1335 ,ערב אל נעים ,24 ,עכו ,20 ,כרמיאל ,56 ,משגב ,875 ,82 ,210 ,454 ,75 ,35 ,19
1336 ,אירוס ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,938 ,65 ,297 ,301 ,165 ,72 ,38
1337 ,שמשית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,2575 ,61 ,554 ,955 ,574 ,331 ,100
1338 ,כדיתה ,21 ,צפת ,21 ,צפת ,2 ,מרום הגליל ,204 ,26 ,40 ,77 ,25 ,16 ,20
1339 ,אל-עזי ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,162 ,13 ,48 ,52 ,17 ,21 ,11
1340 ,מרחב עם ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,609 ,86 ,287 ,174 ,46 ,10 ,6
1342 ,אבו קרינאת )יישוב( ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,1412 ,276 ,389 ,609 ,84 ,33 ,21
1343 ,מכחול ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1249 ,239 ,360 ,489 ,79 ,40 ,42
1344 ,גבעות בר ,62 ,באר שבע ,62 ,באר שבע ,41 ,בני שמעון ,1308 ,81 ,513 ,409 ,238 ,38 ,29
1345 ,צור יצחק ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,7201 ,839 ,2380 ,2418 ,843 ,256 ,465
1346 ,תראבין א-צאנע)ישוב( ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1321 ,234 ,421 ,511 ,87 ,33 ,35
1347 ,קצר א-סר ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,2881 ,585 ,849 ,1125 ,182 ,74 ,66
1348 ,ביר הדאג' ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,3109 ,649 ,1008 ,1096 ,188 ,95 ,73
1349 ,דריג'את ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,1107 ,150 ,303 ,485 ,89 ,43 ,37
1358 ,אום בטין ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,4740 ,845 ,1447 ,1945 ,274 ,134 ,95
1359 ,אל סייד ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,3937 ,753 ,1115 ,1621 ,245 ,119 ,84
1360 ,סעוה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,2297 ,483 ,689 ,846 ,180 ,64 ,35
1361 ,בת חן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,512 ,26 ,90 ,135 ,60 ,29 ,172
1363 ,בני נצרים ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,947 ,170 ,408 ,288 ,53 ,17 ,11
1364 ,שלומית ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,487 ,126 ,202 ,155 ,3 ,1 ,0
1365 ,אליאב ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,823 ,123 ,353 ,246 ,94 ,5 ,2
1366 ,נווה ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,1000 ,189 ,425 ,302 ,56 ,21 ,7
1367 ,כחלה ,62 ,באר שבע ,62 ,באר שבע ,69 ,אל קסום ,472 ,67 ,137 ,191 ,26 ,24 ,27
1368 ,בני דקלים ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,1838 ,279 ,813 ,568 ,86 ,52 ,40
1369 ,נטע ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,902 ,147 ,396 ,296 ,50 ,13 ,0
1370 ,מצפה אילן ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,788 ,94 ,359 ,250 ,83 ,1 ,1
1371 ,גני טל ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,985 ,143 ,371 ,306 ,68 ,14 ,83
1372 ,נצר חזני ,44 ,רחובות ,44 ,רחובות ,31 ,נחל שורק ,563 ,84 ,189 ,194 ,31 ,25 ,40
1373 ,שלווה במדבר ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,16 ,3 ,2 ,8 ,2 ,1 ,0
1374 ,כרמי קטיף ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,751 ,128 ,287 ,251 ,56 ,25 ,4
1375 ,אבו תלול ,62 ,באר שבע ,62 ,באר שבע ,68 ,נווה מדבר ,2524 ,518 ,826 ,909 ,157 ,61 ,53
1376 ,באר גנים ,62 ,באר שבע ,61 ,אשקלון ,36 ,חוף אשקלון ,2253 ,336 ,688 ,783 ,145 ,126 ,175
1377 ,שבי דרום ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,536 ,123 ,232 ,149 ,18 ,12 ,2
1378 ,שיזף ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,138 ,34 ,50 ,52 ,0 ,0 ,2
1411 ,מחנה הילה ,44 ,רחובות ,46 ,ראשון לציון ,27 ,גן רווה ,274 ,80 ,62 ,131 ,1 ,0 ,0
1412 ,מחנה תל נוף ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,358 ,106 ,81 ,167 ,4 ,0 ,0
1413 ,מחנה יהודית ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,288 ,75 ,72 ,139 ,2 ,0 ,0
1414 ,מחנה מרים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,212 ,63 ,53 ,96 ,0 ,0 ,0
1415 ,מחנה יפה ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,408 ,84 ,111 ,208 ,5 ,0 ,0
1416 ,מחנה יוכבד ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,212 ,43 ,61 ,107 ,1 ,0 ,0
1418 ,מחנה טלי ,62 ,באר שבע ,62 ,באר שבע ,48 ,רמת נגב ,287 ,72 ,63 ,148 ,4 ,0 ,0
1419 ,ניצן ב' ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,644 ,60 ,135 ,309 ,45 ,49 ,46
